1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	1
21	1
22	0
23	0
24	0
25	1
26	3
27	0
28	0
29	3
30	5
31	1
32	1
33	1
34	3
35	2
36	2
37	4
38	2
39	7
40	1
41	4
42	3
43	4
44	3
45	5
46	6
47	3
48	6
49	6
50	6
51	5
52	9
53	9
54	3
55	9
56	3
57	6
58	11
59	7
60	3
61	4
62	8
63	4
64	6
65	4
66	5
67	9
68	7
69	4
70	15
71	13
72	17
73	10
74	14
75	22
76	19
77	36
78	36
79	60
80	90
81	128
82	177
83	248
84	367
85	490
86	569
87	755
88	890
89	1061
90	1327
91	1350
92	1310
93	1037
94	802
95	641
96	533
97	556
98	583
99	555
100	669
101	718
102	774
103	872
104	907
105	901
106	1002
107	967
108	1112
109	1133
110	1178
111	1300
112	1416
113	1479
114	1597
115	1601
116	1735
117	1782
118	1819
119	1792
120	1846
121	1890
122	1918
123	2042
124	2054
125	2022
126	2045
127	2212
128	2182
129	2404
130	2425
131	2427
132	2438
133	2356
134	2382
135	2378
136	2260
137	2342
138	2314
139	2192
140	2164
141	2127
142	2013
143	2004
144	1892
145	1940
146	1814
147	1770
148	1725
149	1579
150	1520
151	1568
152	1597
153	1490
154	1356
155	1342
156	1309
157	1310
158	1265
159	1146
160	1210
161	1124
162	1092
163	1170
164	1114
165	1057
166	1094
167	1046
168	977
169	1003
170	960
171	987
172	986
173	947
174	944
175	949
176	890
177	958
178	922
179	916
180	904
181	819
182	869
183	855
184	865
185	758
186	819
187	732
188	775
189	715
190	754
191	674
192	658
193	687
194	656
195	634
196	641
197	586
198	624
199	666
200	606
201	626
202	550
203	563
204	548
205	513
206	480
207	491
208	466
209	446
210	498
211	458
212	518
213	521
214	565
215	569
216	645
217	692
218	744
219	864
220	912
221	1064
222	1217
223	1376
224	1578
225	1711
226	2055
227	2256
228	2461
229	2668
230	2930
231	3042
232	3100
233	3194
234	3229
235	2935
236	2822
237	2585
238	2390
239	2004
240	1748
241	1529
242	1311
243	1131
244	978
245	888
246	729
247	654
248	605
249	599
250	513
251	548
252	490
253	500
254	430
255	444
256	390
257	388
258	390
259	372
